ID,Revenu (€),Montant du Prêt (€),Durée de l'Emploi (années),Historique de Crédit,Prêt Approuvé
8959,3646,13362,10,Bon,Non
8960,4260,16632,10,Mauvais,Non
8961,1503,9442,5,Bon,Non
8962,4934,15379,6,Bon,Non
8963,4982,19887,8,Bon,Non
8964,3798,6951,10,Bon,Oui
8965,3218,16459,3,Bon,Non
8966,2643,13410,2,Mauvais,Non
8967,2869,17131,6,Bon,Non
8968,4937,16895,5,Mauvais,Non
8969,1737,14964,9,Mauvais,Non
8970,4313,13824,6,Mauvais,Non
8971,4766,3145,4,Mauvais,Non
8972,4536,16644,2,Bon,Non
8973,3686,14613,9,Bon,Non
8974,3833,7196,2,Mauvais,Non
8975,2393,9841,9,Bon,Non
8976,3945,10308,6,Bon,Non
8977,2086,2587,8,Bon,Oui
8978,2525,3009,7,Bon,Oui
8979,1818,5588,4,Mauvais,Non
8980,3745,19974,6,Mauvais,Non
8981,1764,15594,6,Mauvais,Non
8982,1748,5553,8,Bon,Non
8983,3765,16946,9,Bon,Non
8984,4195,13484,8,Bon,Non
8985,2715,11174,7,Bon,Non
8986,4270,11268,6,Mauvais,Non
8987,4681,16996,10,Mauvais,Non
8988,1795,4160,2,Bon,Non
8989,3050,7606,4,Bon,Non
8990,4097,15322,8,Mauvais,Non
8991,2480,17683,7,Bon,Non
8992,4656,2269,4,Bon,Oui
8993,4227,5369,10,Mauvais,Non
8994,3686,3547,1,Mauvais,Non
8995,1833,19757,5,Mauvais,Non
8996,2206,13177,8,Mauvais,Non
8997,4669,15394,4,Bon,Non
8998,4441,19817,2,Bon,Non
8999,4509,18233,10,Bon,Non
9000,1772,10063,7,Bon,Non
9001,2084,5806,2,Bon,Non
9002,3050,11705,2,Bon,Non
9003,3046,3803,3,Bon,Oui
9004,3472,17435,8,Mauvais,Non
9005,3737,15369,3,Mauvais,Non
9006,4386,15857,3,Mauvais,Non
9007,4159,6136,1,Bon,Oui
9008,2866,19193,4,Bon,Non
9009,3937,17920,6,Mauvais,Non
9010,3254,15223,6,Mauvais,Non
9011,2309,18349,1,Mauvais,Non
9012,4921,3468,7,Bon,Oui
9013,3261,15300,5,Mauvais,Non
9014,1865,6866,6,Mauvais,Non
9015,3518,2945,10,Bon,Oui
9016,2966,11049,8,Bon,Non
9017,4577,16502,7,Bon,Non
9018,1976,3828,4,Mauvais,Non
9019,2677,17610,5,Mauvais,Non
9020,1911,9989,10,Mauvais,Non
9021,2147,12600,5,Bon,Non
9022,2515,11883,6,Mauvais,Non
9023,3161,13485,2,Mauvais,Non
9024,2309,6726,2,Mauvais,Non
9025,3682,16195,9,Bon,Non
9026,2862,19266,10,Bon,Non
9027,2446,8379,4,Mauvais,Non
9028,4286,2225,8,Bon,Oui
9029,2078,9329,3,Bon,Non
9030,3568,11369,1,Mauvais,Non
9031,3452,16354,9,Bon,Non
9032,2176,15739,10,Mauvais,Non
9033,1755,8043,9,Bon,Non
9034,3501,14251,4,Mauvais,Non
9035,3944,11161,9,Mauvais,Non
9036,4322,12588,4,Bon,Non
9037,2180,9245,3,Bon,Non
9038,2631,14161,10,Bon,Non
9039,2161,10053,6,Mauvais,Non
9040,1937,10024,7,Bon,Non
9041,4603,18354,6,Mauvais,Non
9042,4202,5382,4,Bon,Oui
9043,4915,13961,8,Bon,Non
9044,2578,18833,9,Bon,Non
9045,2658,15770,2,Bon,Non
9046,2158,4723,5,Mauvais,Non
9047,4370,16158,3,Mauvais,Non
9048,4688,13266,9,Mauvais,Non
9049,4104,2959,4,Bon,Oui
9050,2416,14056,1,Mauvais,Non
9051,2708,19870,6,Bon,Non
9052,2384,4011,10,Mauvais,Non
9053,3732,16441,9,Mauvais,Non
9054,3238,9378,7,Bon,Non
9055,4748,16366,8,Bon,Non
9056,2764,7825,7,Mauvais,Non
9057,3389,18980,10,Bon,Non
9058,4472,9386,9,Mauvais,Non
9059,4566,3636,8,Mauvais,Non
9060,3128,7375,3,Mauvais,Non
9061,3674,6757,6,Bon,Oui
9062,4819,2893,1,Mauvais,Non
9063,2213,2864,5,Mauvais,Non
9064,1684,3919,4,Mauvais,Non
9065,2905,3026,6,Mauvais,Non
9066,1646,2018,9,Bon,Oui
9067,2509,3068,8,Mauvais,Non
9068,4378,15902,3,Bon,Non
9069,2169,15192,6,Bon,Non
9070,1794,7371,3,Bon,Non
9071,3327,7222,9,Bon,Non
9072,4369,4208,1,Bon,Oui
9073,3443,11657,4,Mauvais,Non
9074,4748,6279,1,Mauvais,Non
9075,4256,11051,1,Bon,Non
9076,2536,17251,1,Bon,Non
9077,2314,7866,4,Bon,Non
9078,2569,10132,6,Mauvais,Non
9079,3662,15927,6,Bon,Non
9080,2980,7334,6,Mauvais,Non
9081,4605,11094,1,Bon,Non
9082,2586,18094,5,Bon,Non
9083,2449,17236,10,Bon,Non
9084,1808,6207,3,Mauvais,Non
9085,4621,14076,4,Mauvais,Non
9086,3348,8963,2,Bon,Non
9087,2798,17470,3,Bon,Non
9088,2750,15011,2,Bon,Non
9089,1579,18179,3,Mauvais,Non
9090,2065,2451,1,Mauvais,Non
9091,4461,8866,10,Mauvais,Non
9092,4657,2009,7,Mauvais,Non
9093,2937,7119,6,Bon,Non
9094,4593,13889,8,Bon,Non
9095,2667,15521,5,Mauvais,Non
9096,3848,10523,4,Bon,Non
9097,3166,13016,1,Mauvais,Non
9098,2757,17585,1,Bon,Non
9099,3970,2030,9,Mauvais,Non
9100,3867,16180,8,Mauvais,Non
9101,2675,17658,6,Bon,Non
9102,2800,6247,7,Mauvais,Non
9103,2692,7403,7,Mauvais,Non
9104,3611,15893,1,Mauvais,Non
9105,3077,4791,2,Mauvais,Non
9106,2554,2847,4,Mauvais,Non
9107,1733,17603,8,Bon,Non
9108,4626,5608,10,Mauvais,Non
9109,2404,19014,4,Mauvais,Non
9110,2905,12600,10,Mauvais,Non
9111,4078,5071,10,Mauvais,Non
9112,3514,3435,9,Bon,Oui
9113,3842,6405,4,Bon,Oui
9114,2506,8244,4,Bon,Non
9115,2592,17035,10,Mauvais,Non
9116,2046,5639,3,Bon,Non
9117,2325,2033,5,Mauvais,Non
9118,4628,10548,9,Bon,Non
9119,3411,8817,4,Mauvais,Non
9120,4813,17602,3,Bon,Non
9121,3675,2015,7,Mauvais,Non
9122,4876,10220,8,Mauvais,Non
9123,2009,16703,8,Mauvais,Non
9124,4356,16172,5,Bon,Non
9125,1505,17076,9,Bon,Non
9126,2551,15458,4,Mauvais,Non
9127,3314,3295,10,Bon,Oui
9128,2008,19312,1,Bon,Non
9129,2984,14404,5,Bon,Non
9130,1877,7970,7,Bon,Non
9131,2596,5044,6,Bon,Oui
9132,3653,4538,3,Mauvais,Non
9133,3058,10444,5,Mauvais,Non
9134,2855,15845,10,Bon,Non
9135,2306,19913,7,Mauvais,Non
9136,2866,11633,10,Bon,Non
9137,4741,12506,2,Bon,Non
9138,1920,6104,3,Mauvais,Non
9139,3512,8385,7,Bon,Non
9140,3207,12945,6,Mauvais,Non
9141,1839,2372,9,Bon,Oui
9142,3004,16572,9,Mauvais,Non
9143,3248,4501,7,Bon,Oui
9144,4434,18783,5,Mauvais,Non
9145,4739,15879,4,Mauvais,Non
9146,2175,5027,6,Mauvais,Non
9147,2326,6165,10,Mauvais,Non
9148,4719,13914,9,Bon,Non
9149,3181,17292,9,Mauvais,Non
9150,4602,4113,7,Bon,Oui
9151,4801,14938,3,Bon,Non
9152,2263,8636,9,Bon,Non
9153,2501,12042,2,Bon,Non
9154,4474,7772,4,Bon,Oui
9155,2164,13777,2,Bon,Non
9156,4952,11215,3,Mauvais,Non
9157,4339,19334,10,Mauvais,Non
9158,3232,17117,10,Bon,Non
9159,1547,4056,2,Mauvais,Non
9160,2898,16924,2,Bon,Non
9161,2434,17423,4,Bon,Non
9162,2627,9284,10,Mauvais,Non
9163,3526,19291,10,Bon,Non
9164,2760,8127,7,Bon,Non
9165,3661,14108,6,Bon,Non
9166,3296,11003,7,Mauvais,Non
9167,2936,10411,4,Mauvais,Non
9168,2777,2742,4,Bon,Oui
9169,4088,8817,4,Bon,Non
9170,2226,12674,1,Bon,Non
9171,3945,6357,2,Bon,Oui
9172,3714,6426,2,Bon,Oui
9173,4051,13605,4,Mauvais,Non
9174,1675,18562,6,Bon,Non
9175,2237,10080,2,Bon,Non
9176,3960,4472,4,Bon,Oui
9177,1906,5170,6,Mauvais,Non
9178,3734,17488,3,Mauvais,Non
9179,2020,8887,7,Bon,Non
9180,1832,13615,1,Bon,Non
9181,3971,19865,4,Mauvais,Non
9182,3678,16576,8,Bon,Non
9183,2686,14807,8,Mauvais,Non
9184,1981,10302,10,Mauvais,Non
9185,3324,6784,5,Bon,Non
9186,2816,9706,8,Mauvais,Non
9187,2268,12625,2,Mauvais,Non
9188,1856,18294,10,Mauvais,Non
9189,2599,8585,5,Mauvais,Non
9190,3211,17931,3,Mauvais,Non
9191,4559,16529,4,Bon,Non
9192,2850,11768,7,Bon,Non
9193,3093,11047,6,Mauvais,Non
9194,4264,18929,8,Bon,Non
9195,2122,9230,8,Mauvais,Non
9196,4836,8002,5,Bon,Oui
9197,2355,15339,5,Mauvais,Non
9198,1709,13777,2,Mauvais,Non
9199,3362,5114,8,Mauvais,Non
9200,3147,8356,8,Bon,Non
9201,4587,12097,10,Mauvais,Non
9202,2815,15483,3,Bon,Non
9203,2553,4777,3,Bon,Oui
9204,1797,8917,7,Mauvais,Non
9205,1886,6631,1,Mauvais,Non
9206,3524,12599,3,Bon,Non
9207,4972,6366,8,Bon,Oui
9208,2540,2100,10,Mauvais,Non
9209,1689,9402,7,Bon,Non
9210,3248,13035,1,Bon,Non
9211,2357,3101,8,Mauvais,Non
9212,3934,18365,10,Mauvais,Non
9213,1905,5135,4,Bon,Non
9214,4611,3588,2,Bon,Oui
9215,3731,18551,4,Bon,Non
9216,2573,16003,7,Bon,Non
9217,4041,19145,1,Bon,Non
9218,3698,16956,8,Bon,Non
9219,2315,12232,4,Mauvais,Non
9220,4870,16098,8,Mauvais,Non
9221,4201,5335,3,Bon,Oui
9222,4402,2964,6,Bon,Oui
9223,2857,5975,6,Bon,Non
9224,4188,11177,4,Mauvais,Non
9225,1704,9203,7,Mauvais,Non
9226,4690,19495,3,Mauvais,Non
9227,4762,5780,5,Mauvais,Non
9228,2469,17652,6,Bon,Non
9229,3503,2364,3,Bon,Oui
9230,1550,10108,2,Mauvais,Non
9231,4531,10480,5,Mauvais,Non
9232,3356,19798,7,Mauvais,Non
9233,1827,16749,6,Bon,Non
9234,4955,12522,4,Bon,Non
9235,4865,16960,9,Mauvais,Non
9236,2533,18714,2,Bon,Non
9237,4776,13002,8,Mauvais,Non
9238,4146,4450,2,Mauvais,Non
9239,3432,2838,7,Mauvais,Non
9240,1634,13650,2,Mauvais,Non
9241,3249,13979,1,Mauvais,Non
9242,2755,5849,2,Mauvais,Non
9243,2408,19720,4,Mauvais,Non
9244,1602,7108,2,Mauvais,Non
9245,2819,15869,10,Mauvais,Non
9246,3172,10652,3,Bon,Non
9247,4360,7495,9,Bon,Oui
9248,4723,3740,2,Bon,Oui
9249,2840,16057,7,Bon,Non
9250,4480,4672,5,Bon,Oui
9251,4405,11459,6,Mauvais,Non
9252,3815,3212,2,Bon,Oui
9253,3419,11598,3,Bon,Non
9254,4876,12191,10,Mauvais,Non
9255,1679,19434,2,Mauvais,Non
9256,4264,11095,5,Bon,Non
9257,2628,17585,8,Mauvais,Non
9258,2550,16693,3,Mauvais,Non
9259,4076,12030,2,Bon,Non
9260,2940,10982,5,Bon,Non
9261,2108,8100,5,Bon,Non
9262,4971,12315,10,Mauvais,Non
9263,4351,13142,6,Mauvais,Non
9264,2086,4971,1,Bon,Non
9265,3314,19703,2,Mauvais,Non
9266,4218,18258,4,Mauvais,Non
9267,2921,12125,9,Bon,Non
9268,2250,14762,1,Mauvais,Non
9269,4563,10315,8,Mauvais,Non
9270,3153,9417,1,Mauvais,Non
9271,1865,10643,8,Bon,Non
9272,4058,11007,4,Bon,Non
9273,2313,11011,1,Mauvais,Non
9274,3503,14670,7,Mauvais,Non
9275,3078,7340,4,Bon,Non
9276,4086,12313,5,Mauvais,Non
9277,3777,10094,3,Mauvais,Non
9278,2396,8359,1,Mauvais,Non
9279,4499,16018,5,Bon,Non
9280,4584,14394,5,Bon,Non
9281,4291,14056,9,Bon,Non
9282,1570,3714,8,Bon,Non
9283,3103,8253,2,Bon,Non
9284,2136,4191,4,Mauvais,Non
9285,2903,15178,2,Mauvais,Non
9286,3032,7583,10,Mauvais,Non
9287,4699,16384,6,Bon,Non
9288,4004,8746,6,Bon,Non
9289,4600,3878,10,Mauvais,Non
9290,4500,16701,10,Bon,Non
9291,4984,14715,10,Bon,Non
9292,3848,4199,6,Mauvais,Non
9293,3849,11221,1,Bon,Non
9294,4052,9983,3,Mauvais,Non
9295,4087,16659,3,Mauvais,Non
9296,3778,15180,6,Bon,Non
9297,2624,16206,9,Bon,Non
9298,4202,8502,7,Mauvais,Non
9299,4537,6968,4,Bon,Oui
9300,1506,16884,9,Bon,Non
9301,3651,5351,3,Mauvais,Non
9302,4781,8145,9,Bon,Oui
9303,1890,11733,8,Mauvais,Non
9304,4739,8901,10,Mauvais,Non
9305,2355,17129,7,Mauvais,Non
9306,2020,2947,3,Bon,Oui
9307,2878,16788,5,Bon,Non
9308,3475,8974,8,Bon,Non
9309,2473,4824,9,Bon,Oui
9310,3503,19388,5,Mauvais,Non
9311,3596,16768,5,Bon,Non
9312,3654,19730,5,Bon,Non
9313,2263,19993,6,Bon,Non
9314,3604,4698,10,Mauvais,Non
9315,2208,6557,4,Mauvais,Non
9316,4134,9206,7,Mauvais,Non
9317,2074,12220,1,Bon,Non
9318,3748,12309,4,Mauvais,Non
9319,3617,14864,5,Mauvais,Non
9320,1643,13833,6,Bon,Non
9321,2800,5250,5,Mauvais,Non
9322,1817,8767,10,Bon,Non
9323,4412,6382,8,Mauvais,Non
9324,1924,6106,8,Mauvais,Non
9325,2772,10325,5,Bon,Non
9326,1800,18705,1,Bon,Non
9327,2956,2974,7,Bon,Oui
9328,3986,17443,2,Mauvais,Non
9329,3405,14511,2,Mauvais,Non
9330,1555,2263,7,Mauvais,Non
9331,2966,5918,10,Mauvais,Non
9332,3139,13700,3,Bon,Non
9333,4352,15059,1,Bon,Non
9334,3933,4664,9,Mauvais,Non
9335,4680,13545,2,Mauvais,Non
9336,2547,3726,7,Bon,Oui
9337,4057,6033,8,Mauvais,Non
9338,3098,7239,7,Mauvais,Non
9339,3588,6753,8,Mauvais,Non
9340,3300,14601,6,Mauvais,Non
9341,3449,5570,8,Bon,Oui
9342,1778,8794,1,Bon,Non
9343,1977,7478,2,Bon,Non
9344,1552,2349,7,Mauvais,Non
9345,4344,17414,8,Bon,Non
9346,3329,10095,2,Mauvais,Non
9347,1558,17268,1,Mauvais,Non
9348,2543,13374,5,Bon,Non
9349,2343,8962,3,Mauvais,Non
9350,2925,2337,4,Mauvais,Non
9351,1821,7959,6,Bon,Non
9352,4060,19603,5,Mauvais,Non
9353,3555,9338,8,Bon,Non
9354,1678,19944,4,Mauvais,Non
9355,2045,17737,9,Mauvais,Non
9356,2941,12365,4,Mauvais,Non
9357,1894,9494,6,Mauvais,Non
9358,4231,15894,10,Bon,Non
9359,4083,8253,6,Bon,Non
9360,2564,11000,10,Mauvais,Non
9361,1552,17714,3,Mauvais,Non
9362,2441,2377,7,Mauvais,Non
9363,3929,4489,6,Mauvais,Non
9364,3313,6020,10,Bon,Oui
9365,1617,8757,9,Bon,Non
9366,2193,10057,5,Bon,Non
9367,4001,19568,1,Bon,Non
9368,2439,3033,7,Bon,Oui
9369,2653,19460,6,Bon,Non
9370,2761,3191,8,Mauvais,Non
9371,4240,17379,1,Mauvais,Non
9372,2770,3320,7,Mauvais,Non
9373,4405,3111,2,Mauvais,Non
9374,1617,9351,10,Bon,Non
9375,3601,16039,9,Bon,Non
9376,4078,2208,2,Bon,Oui
9377,2567,2770,9,Bon,Oui
9378,2134,2465,4,Mauvais,Non
9379,4281,16134,5,Mauvais,Non
9380,3627,17123,3,Bon,Non
9381,1770,15582,9,Bon,Non
9382,1942,18838,8,Bon,Non
9383,3832,13762,10,Mauvais,Non
9384,4648,13413,2,Mauvais,Non
9385,4881,12011,7,Bon,Non
9386,2408,2215,2,Bon,Oui
9387,4085,4486,9,Bon,Oui
9388,3377,14446,2,Mauvais,Non
9389,4335,18787,2,Bon,Non
9390,4120,8215,5,Bon,Oui
9391,4031,12208,4,Mauvais,Non
9392,1524,15738,7,Mauvais,Non
9393,4263,8711,6,Bon,Non
9394,2816,2592,2,Mauvais,Non
9395,2751,15986,9,Bon,Non
9396,3817,12064,9,Mauvais,Non
9397,4130,19057,4,Mauvais,Non
9398,3925,3293,7,Mauvais,Non
9399,4247,14411,3,Mauvais,Non
9400,3140,9566,4,Mauvais,Non
9401,3527,5073,4,Mauvais,Non
9402,4416,14834,1,Bon,Non
9403,4828,7084,1,Bon,Oui
9404,3017,4173,4,Mauvais,Non
9405,1545,14451,7,Mauvais,Non
9406,3501,15796,8,Mauvais,Non
9407,2369,11983,2,Bon,Non
9408,3042,7711,7,Bon,Non
9409,3154,16725,4,Mauvais,Non
9410,2570,8965,7,Bon,Non
9411,3008,16602,5,Bon,Non
9412,3580,6336,4,Bon,Oui
9413,3988,15585,6,Bon,Non
9414,1630,12641,1,Bon,Non
9415,3201,3217,6,Mauvais,Non
9416,2783,2649,7,Mauvais,Non
9417,2111,5531,6,Bon,Non
9418,4013,9695,7,Bon,Non
9419,2745,12960,10,Bon,Non
9420,1935,6522,1,Mauvais,Non
9421,2732,10729,10,Bon,Non
9422,2493,15214,5,Mauvais,Non
9423,1819,7055,7,Mauvais,Non
9424,3269,15983,3,Bon,Non
9425,3933,13754,1,Mauvais,Non
9426,1812,7124,1,Mauvais,Non
9427,1633,15940,2,Bon,Non
9428,1951,6633,9,Mauvais,Non
9429,3914,9371,7,Bon,Non
9430,4697,7279,7,Bon,Oui
9431,4867,19515,3,Mauvais,Non
9432,1682,4115,2,Bon,Non
9433,2832,18069,8,Bon,Non
9434,2627,18900,3,Mauvais,Non
9435,1677,14427,9,Bon,Non
9436,2310,11024,7,Mauvais,Non
9437,4498,9097,5,Bon,Non
9438,2630,7246,4,Mauvais,Non
9439,2987,15230,7,Bon,Non
9440,3603,5450,4,Mauvais,Non
9441,2793,14238,10,Bon,Non
9442,1639,19573,9,Bon,Non
9443,3323,6787,8,Bon,Non
9444,4939,8263,5,Bon,Oui
9445,3743,4041,3,Bon,Oui
9446,4873,18416,5,Bon,Non
9447,2553,14428,8,Bon,Non
9448,4529,3172,7,Mauvais,Non
9449,2053,18407,8,Bon,Non
9450,4190,11111,1,Bon,Non
9451,4491,2219,8,Bon,Oui
9452,2296,7695,10,Bon,Non
9453,4709,3448,9,Bon,Oui
9454,3421,15318,3,Mauvais,Non
9455,1680,3517,8,Bon,Non
9456,2821,19961,4,Bon,Non
9457,2928,8841,5,Mauvais,Non
9458,4821,10786,7,Bon,Non
9459,1891,9668,1,Bon,Non
9460,4876,19082,5,Mauvais,Non
9461,4751,17535,8,Mauvais,Non
9462,2810,4044,2,Bon,Oui
9463,2191,18643,1,Mauvais,Non
9464,2437,13745,8,Mauvais,Non
9465,2772,14192,4,Bon,Non
9466,3082,5306,2,Mauvais,Non
9467,3883,8484,2,Mauvais,Non
9468,1546,14715,7,Mauvais,Non
9469,2758,8030,3,Bon,Non
9470,4963,17056,8,Mauvais,Non
9471,3681,5303,10,Bon,Oui
9472,2382,5282,5,Mauvais,Non
9473,4940,10308,7,Mauvais,Non
9474,2817,2929,6,Mauvais,Non
9475,4872,11430,3,Mauvais,Non
9476,4496,13701,5,Mauvais,Non
9477,4003,8699,10,Mauvais,Non
9478,3823,10796,7,Bon,Non
9479,4527,14366,5,Mauvais,Non
9480,3376,14577,7,Bon,Non
9481,2802,5087,10,Mauvais,Non
9482,1772,9085,7,Mauvais,Non
9483,2692,3042,1,Mauvais,Non
9484,3543,9526,4,Bon,Non
9485,2699,2500,7,Mauvais,Non
9486,1664,12522,4,Bon,Non
9487,4646,12785,8,Mauvais,Non
9488,2442,2601,7,Mauvais,Non
9489,2201,18888,5,Bon,Non
9490,1918,10054,3,Bon,Non
9491,4179,18141,7,Mauvais,Non
9492,3651,10871,10,Mauvais,Non
9493,2706,10227,8,Bon,Non
9494,4467,2606,9,Bon,Oui
9495,4652,7877,9,Mauvais,Non
9496,3247,2635,4,Mauvais,Non
9497,4927,19630,2,Bon,Non
9498,1603,12787,6,Mauvais,Non
9499,3658,13797,2,Mauvais,Non
9500,2032,3410,3,Mauvais,Non
9501,3770,13652,5,Bon,Non
9502,2215,5577,1,Bon,Non
9503,4390,11843,1,Bon,Non
9504,4218,19247,4,Mauvais,Non
9505,3508,15309,8,Bon,Non
9506,2380,18388,7,Bon,Non
9507,4736,7533,10,Bon,Oui
9508,3260,7047,9,Bon,Non
9509,2362,15973,1,Mauvais,Non
9510,4351,3957,6,Mauvais,Non
9511,2737,2170,9,Mauvais,Non
9512,1899,12418,6,Bon,Non
9513,4856,15434,6,Bon,Non
9514,2001,3433,5,Mauvais,Non
9515,3257,4627,7,Mauvais,Non
9516,2787,2147,4,Mauvais,Non
9517,3056,15120,4,Mauvais,Non
9518,1728,4805,9,Bon,Non
9519,4585,10781,3,Mauvais,Non
9520,4448,19723,4,Bon,Non
9521,2353,10015,10,Mauvais,Non
9522,4862,10361,4,Bon,Non
9523,2005,7320,5,Bon,Non
9524,4333,14446,6,Bon,Non
9525,3998,6048,4,Bon,Oui
9526,4144,14860,3,Bon,Non
9527,4015,8797,1,Mauvais,Non
9528,1598,3553,8,Bon,Non
9529,2456,8963,6,Bon,Non
9530,3550,11393,7,Bon,Non
9531,4708,9804,1,Mauvais,Non
9532,3257,11268,7,Mauvais,Non
9533,3007,8463,2,Mauvais,Non
9534,2177,13070,8,Mauvais,Non
9535,3168,14780,5,Mauvais,Non
9536,3929,7125,5,Mauvais,Non
9537,4923,2325,6,Mauvais,Non
9538,4199,15687,2,Bon,Non
9539,1646,5754,9,Mauvais,Non
9540,1941,2031,9,Bon,Oui
9541,1750,2362,1,Mauvais,Non
9542,2654,2904,2,Bon,Oui
9543,3877,8292,3,Mauvais,Non
9544,2306,7193,5,Mauvais,Non
9545,4610,18274,9,Mauvais,Non
9546,2447,16797,1,Bon,Non
9547,1764,11889,3,Mauvais,Non
9548,4952,17567,9,Bon,Non
9549,2251,12876,3,Bon,Non
9550,2722,12157,8,Mauvais,Non
9551,1745,6270,3,Bon,Non
9552,2710,2669,8,Bon,Oui
9553,3263,6947,7,Bon,Non
9554,4237,6026,2,Mauvais,Non
9555,2869,4189,4,Bon,Oui
9556,4099,16392,3,Bon,Non
9557,1658,19455,4,Bon,Non
9558,2366,8497,10,Bon,Non
9559,3247,2660,10,Bon,Oui
9560,1523,5593,2,Mauvais,Non
9561,3573,19456,6,Bon,Non
9562,3352,13968,9,Mauvais,Non
9563,1808,11687,9,Mauvais,Non
9564,2375,13383,10,Mauvais,Non
9565,2232,16932,3,Mauvais,Non
9566,2510,12803,5,Bon,Non
9567,3344,19475,5,Bon,Non
9568,4426,4952,4,Bon,Oui
9569,3049,2432,9,Mauvais,Non
9570,4587,17192,7,Bon,Non
9571,4937,3080,7,Bon,Oui
9572,4670,17170,8,Mauvais,Non
9573,4720,18621,4,Bon,Non
9574,1762,13036,1,Mauvais,Non
9575,3338,6889,6,Bon,Non
9576,1849,3292,4,Mauvais,Non
9577,2348,18750,3,Mauvais,Non
9578,2451,4679,5,Mauvais,Non
9579,4534,4644,2,Mauvais,Non
9580,3499,5332,8,Bon,Oui
9581,2265,8640,2,Bon,Non
9582,2963,10949,7,Bon,Non
9583,2364,19899,2,Mauvais,Non
9584,3189,11888,5,Bon,Non
9585,3749,8415,9,Bon,Non
9586,3560,11092,3,Mauvais,Non
9587,2716,18327,2,Mauvais,Non
9588,1909,19666,7,Bon,Non
9589,1920,15784,3,Mauvais,Non
9590,2720,15819,9,Bon,Non
9591,3551,3362,8,Bon,Oui
9592,3523,12035,8,Bon,Non
9593,2058,6809,7,Bon,Non
9594,1729,19187,2,Mauvais,Non
9595,2079,5935,2,Mauvais,Non
9596,3694,6432,8,Bon,Oui
9597,4236,9432,10,Bon,Non
9598,2450,17775,8,Mauvais,Non
9599,3356,11731,9,Mauvais,Non
9600,3936,4369,7,Mauvais,Non
9601,2694,12283,5,Mauvais,Non
9602,1548,6465,8,Mauvais,Non
9603,3729,7802,3,Bon,Non
9604,3947,18723,2,Mauvais,Non
9605,3572,19890,3,Mauvais,Non
9606,2243,14235,3,Bon,Non
9607,3768,19397,3,Bon,Non
9608,3329,11107,7,Bon,Non
9609,3039,19157,6,Mauvais,Non
9610,3797,3380,4,Bon,Oui
9611,3030,17247,7,Mauvais,Non
9612,2477,16164,7,Bon,Non
9613,2468,15521,3,Bon,Non
9614,4786,16197,4,Mauvais,Non
9615,4182,11653,1,Bon,Non
9616,3328,4512,9,Mauvais,Non
9617,3787,13267,5,Mauvais,Non
9618,3632,2748,4,Bon,Oui
9619,1804,12041,6,Mauvais,Non
9620,4583,11027,7,Bon,Non
9621,4470,7397,2,Bon,Oui
9622,3656,4311,6,Bon,Oui
9623,2561,18802,2,Mauvais,Non
9624,3041,9727,10,Bon,Non
9625,1880,5278,10,Bon,Non
9626,1528,12927,3,Bon,Non
9627,4171,4299,1,Mauvais,Non
9628,4630,3169,7,Mauvais,Non
9629,4811,18241,9,Bon,Non
9630,3317,6362,2,Mauvais,Non
9631,4937,13197,9,Mauvais,Non
9632,4181,12278,7,Mauvais,Non
9633,3360,7567,8,Bon,Non
9634,4552,16081,8,Bon,Non
9635,4927,19145,3,Bon,Non
9636,4079,9423,8,Bon,Non
9637,2606,19878,2,Bon,Non
9638,4478,4277,7,Bon,Oui
9639,4582,2613,5,Mauvais,Non
9640,3051,8902,1,Mauvais,Non
9641,3210,4694,2,Bon,Oui
9642,2955,19931,5,Mauvais,Non
9643,3584,7403,1,Mauvais,Non
9644,2606,16687,5,Mauvais,Non
9645,4102,2896,7,Bon,Oui
9646,1753,16898,4,Bon,Non
9647,2309,6017,1,Mauvais,Non
9648,1782,8848,9,Mauvais,Non
9649,3273,11427,1,Mauvais,Non
9650,4471,12966,5,Bon,Non
9651,3495,8227,6,Bon,Non
9652,3455,8260,9,Bon,Non
9653,4295,18498,9,Mauvais,Non
9654,3641,6370,4,Bon,Oui
9655,1960,15390,1,Mauvais,Non
9656,3881,2299,10,Mauvais,Non
9657,1905,9321,4,Bon,Non
9658,4996,16285,4,Mauvais,Non
9659,4698,7206,7,Bon,Oui
9660,3953,17954,1,Bon,Non
9661,3872,11391,5,Mauvais,Non
9662,4078,18584,10,Mauvais,Non
9663,3112,13391,7,Bon,Non
9664,2422,7870,7,Bon,Non
9665,3266,5430,5,Bon,Oui
9666,2605,18738,4,Mauvais,Non
9667,2104,6751,10,Bon,Non
9668,3672,3402,9,Bon,Oui
9669,4019,14105,2,Mauvais,Non
9670,3587,14210,6,Mauvais,Non
9671,2352,15697,9,Mauvais,Non
9672,1943,14049,10,Mauvais,Non
9673,4108,16685,10,Bon,Non
9674,2298,7146,9,Bon,Non
9675,4244,13202,1,Bon,Non
9676,3043,19459,7,Mauvais,Non
9677,1884,2333,5,Mauvais,Non
9678,2636,10067,4,Bon,Non
9679,2257,17706,5,Bon,Non
9680,4145,9798,1,Mauvais,Non
9681,3706,9846,4,Mauvais,Non
9682,3855,11659,4,Mauvais,Non
9683,4121,10965,10,Mauvais,Non
9684,4592,6512,4,Mauvais,Non
9685,4477,19088,9,Bon,Non
9686,4817,9209,2,Mauvais,Non
9687,3871,3745,8,Bon,Oui
9688,4532,12542,9,Bon,Non
